,index,Approving ,Disapproving ,End Date ,President,Start Date  ,unsure/no data
2438,2438,62,29,04/18/2009,Barack Obama,04/16/2009,9
2439,2439,61,31,04/17/2009,Barack Obama,04/15/2009,8
2440,2440,62,30,04/16/2009,Barack Obama,04/14/2009,8
2441,2441,62,30,04/15/2009,Barack Obama,04/13/2009,8
2442,2442,63,28,04/14/2009,Barack Obama,04/11/2009,9
2443,2443,62,29,04/13/2009,Barack Obama,04/10/2009,9
2444,2444,63,28,04/11/2009,Barack Obama,04/09/2009,9
2445,2445,62,28,04/10/2009,Barack Obama,04/08/2009,10
2446,2446,60,28,04/09/2009,Barack Obama,04/07/2009,12
2447,2447,59,29,04/08/2009,Barack Obama,04/06/2009,12
2448,2448,60,28,04/07/2009,Barack Obama,04/05/2009,12
2449,2449,61,28,04/06/2009,Barack Obama,04/04/2009,11
2450,2450,61,27,04/05/2009,Barack Obama,04/03/2009,12
2451,2451,62,27,04/04/2009,Barack Obama,04/02/2009,11
2452,2452,63,27,04/03/2009,Barack Obama,04/01/2009,10
2453,2453,62,28,04/02/2009,Barack Obama,03/31/2009,10
2454,2454,61,29,04/01/2009,Barack Obama,03/30/2009,10
2455,2455,60,29,03/31/2009,Barack Obama,03/29/2009,11
2456,2456,59,30,03/30/2009,Barack Obama,03/28/2009,11
2457,2457,60,30,03/29/2009,Barack Obama,03/27/2009,10
2458,2458,60,31,03/28/2009,Barack Obama,03/26/2009,9
2459,2459,62,29,03/27/2009,Barack Obama,03/25/2009,9
2460,2460,62,27,03/26/2009,Barack Obama,03/24/2009,11
2461,2461,62,29,03/25/2009,Barack Obama,03/23/2009,9
2462,2462,63,27,03/24/2009,Barack Obama,03/22/2009,10
2463,2463,63,27,03/23/2009,Barack Obama,03/21/2009,10
2464,2464,65,26,03/22/2009,Barack Obama,03/20/2009,9
2465,2465,65,26,03/21/2009,Barack Obama,03/19/2009,9
2466,2466,64,26,03/20/2009,Barack Obama,03/18/2009,10
2467,2467,62,27,03/19/2009,Barack Obama,03/17/2009,11
2468,2468,62,27,03/18/2009,Barack Obama,03/16/2009,11
2469,2469,61,28,03/17/2009,Barack Obama,03/15/2009,11
2470,2470,62,27,03/16/2009,Barack Obama,03/14/2009,11
2471,2471,61,28,03/15/2009,Barack Obama,03/13/2009,11
2472,2472,61,29,03/14/2009,Barack Obama,03/12/2009,10
2473,2473,61,28,03/13/2009,Barack Obama,03/11/2009,11
2474,2474,62,27,03/12/2009,Barack Obama,03/10/2009,11
2475,2475,63,27,03/11/2009,Barack Obama,03/09/2009,10
2476,2476,62,27,03/10/2009,Barack Obama,03/08/2009,11
2477,2477,62,26,03/09/2009,Barack Obama,03/07/2009,12
2478,2478,62,25,03/08/2009,Barack Obama,03/06/2009,13
2479,2479,62,26,03/07/2009,Barack Obama,03/05/2009,12
2480,2480,62,26,03/06/2009,Barack Obama,03/04/2009,12
2481,2481,62,28,03/05/2009,Barack Obama,03/03/2009,10
2482,2482,62,28,03/04/2009,Barack Obama,03/02/2009,10
2483,2483,61,28,03/03/2009,Barack Obama,03/01/2009,11
2484,2484,62,26,03/02/2009,Barack Obama,02/28/2009,12
2485,2485,63,25,03/01/2009,Barack Obama,02/27/2009,12
2486,2486,64,23,02/28/2009,Barack Obama,02/26/2009,13
2487,2487,67,21,02/27/2009,Barack Obama,02/25/2009,12
2488,2488,67,21,02/26/2009,Barack Obama,02/24/2009,12
2489,2489,65,21,02/25/2009,Barack Obama,02/23/2009,14
2490,2490,61,24,02/24/2009,Barack Obama,02/22/2009,15
2491,2491,59,25,02/23/2009,Barack Obama,02/21/2009,16
2492,2492,62,25,02/22/2009,Barack Obama,02/20/2009,13
2493,2493,63,24,02/20/2009,Barack Obama,02/18/2009,13
2494,2494,63,24,02/19/2009,Barack Obama,02/17/2009,13
2495,2495,62,25,02/18/2009,Barack Obama,02/16/2009,13
2496,2496,62,25,02/17/2009,Barack Obama,02/15/2009,13
2497,2497,62,25,02/16/2009,Barack Obama,02/14/2009,13
2498,2498,64,23,02/15/2009,Barack Obama,02/12/2009,13
2499,2499,66,21,02/14/2009,Barack Obama,02/11/2009,13
2500,2500,66,21,02/12/2009,Barack Obama,02/10/2009,13
2501,2501,64,21,02/11/2009,Barack Obama,02/09/2009,15
2502,2502,63,22,02/10/2009,Barack Obama,02/08/2009,15
2503,2503,63,23,02/09/2009,Barack Obama,02/07/2009,14
2504,2504,66,21,02/08/2009,Barack Obama,02/06/2009,13
2505,2505,64,22,02/07/2009,Barack Obama,02/05/2009,14
2506,2506,65,20,02/06/2009,Barack Obama,02/04/2009,15
2507,2507,63,21,02/05/2009,Barack Obama,02/03/2009,16
2508,2508,65,20,02/04/2009,Barack Obama,02/02/2009,15
2509,2509,65,20,02/03/2009,Barack Obama,02/01/2009,15
2510,2510,66,19,02/02/2009,Barack Obama,01/31/2009,15
2511,2511,66,19,02/01/2009,Barack Obama,01/30/2009,15
2512,2512,67,18,01/31/2009,Barack Obama,01/29/2009,15
2513,2513,67,17,01/30/2009,Barack Obama,01/28/2009,16
2514,2514,66,17,01/29/2009,Barack Obama,01/27/2009,17
2515,2515,64,17,01/28/2009,Barack Obama,01/26/2009,19
2516,2516,64,16,01/27/2009,Barack Obama,01/25/2009,20
2517,2517,65,15,01/26/2009,Barack Obama,01/24/2009,20
2518,2518,67,14,01/25/2009,Barack Obama,01/23/2009,19
2519,2519,69,13,01/24/2009,Barack Obama,01/22/2009,18
2520,2520,68,12,01/23/2009,Barack Obama,01/21/2009,21
2521,0,34,61,01/11/2009,George W. Bush,01/09/2009,5
2522,1,29,67,12/14/2008,George W. Bush,12/12/2008,4
2523,2,32,61,12/07/2008,George W. Bush,12/04/2008,7
2524,3,29,66,11/16/2008,George W. Bush,11/13/2008,4
2525,4,28,68,11/09/2008,George W. Bush,11/07/2008,5
2526,5,25,70,11/02/2008,George W. Bush,10/31/2008,5
2527,6,31,66,10/26/2008,George W. Bush,10/23/2008,3
2528,7,25,71,10/12/2008,George W. Bush,10/10/2008,4
2529,8,25,70,10/05/2008,George W. Bush,10/03/2008,6
2530,9,27,69,09/27/2008,George W. Bush,09/26/2008,4
2531,10,33,64,09/07/2008,George W. Bush,09/05/2008,3
2532,11,29,66,08/23/2008,George W. Bush,08/21/2008,5
2533,12,33,61,08/10/2008,George W. Bush,08/07/2008,6
2534,13,32,65,07/27/2008,George W. Bush,07/25/2008,3
2535,14,31,61,07/13/2008,George W. Bush,07/10/2008,8
2536,15,28,68,06/19/2008,George W. Bush,06/15/2008,4
2537,16,30,64,06/12/2008,George W. Bush,06/09/2008,6
2538,17,28,68,06/01/2008,George W. Bush,05/30/2008,4
2539,18,28,67,05/03/2008,George W. Bush,05/01/2008,5
2540,19,28,69,04/20/2008,George W. Bush,04/18/2008,4
2541,20,28,67,04/09/2008,George W. Bush,04/06/2008,5
2542,21,32,64,03/16/2008,George W. Bush,03/14/2008,4
2543,22,32,64,03/09/2008,George W. Bush,03/06/2008,4
2544,23,32,62,02/24/2008,George W. Bush,02/21/2008,5
2545,24,31,65,02/14/2008,George W. Bush,02/11/2008,4
2546,25,33,61,02/10/2008,George W. Bush,02/08/2008,5
2547,26,34,61,02/02/2008,George W. Bush,01/30/2008,5
2548,27,34,60,01/13/2008,George W. Bush,01/10/2008,6
2549,28,32,64,01/06/2008,George W. Bush,01/04/2008,4
2550,29,32,65,12/16/2007,George W. Bush,12/14/2007,3
2551,30,37,57,12/09/2007,George W. Bush,12/06/2007,5
2552,31,34,62,12/02/2007,George W. Bush,11/30/2007,4
2553,32,32,61,11/14/2007,George W. Bush,11/11/2007,7
2554,33,31,64,11/04/2007,George W. Bush,11/02/2007,5
2555,34,32,64,10/14/2007,George W. Bush,10/12/2007,3
2556,35,32,64,10/07/2007,George W. Bush,10/04/2007,4
2557,36,36,62,09/16/2007,George W. Bush,09/14/2007,2
2558,37,33,62,09/08/2007,George W. Bush,09/07/2007,5
2559,38,32,63,08/16/2007,George W. Bush,08/13/2007,5
2560,39,34,62,08/05/2007,George W. Bush,08/03/2007,4
2561,40,31,63,07/15/2007,George W. Bush,07/12/2007,6
2562,41,29,66,07/08/2007,George W. Bush,07/06/2007,5
2563,42,32,65,06/14/2007,George W. Bush,06/11/2007,3
2564,43,32,62,06/03/2007,George W. Bush,06/01/2007,6
2565,44,33,62,05/13/2007,George W. Bush,05/10/2007,5
2566,45,34,63,05/06/2007,George W. Bush,05/04/2007,3
2567,46,36,60,04/15/2007,George W. Bush,04/13/2007,4
2568,47,38,58,04/05/2007,George W. Bush,04/02/2007,4
2569,48,34,62,03/25/2007,George W. Bush,03/23/2007,4
2570,49,35,61,03/14/2007,George W. Bush,03/11/2007,4
2571,50,33,63,03/04/2007,George W. Bush,03/02/2007,4
2572,51,37,59,02/11/2007,George W. Bush,02/09/2007,3
2573,52,32,65,02/04/2007,George W. Bush,02/01/2007,4
2574,53,34,63,01/14/2007,George W. Bush,01/12/2007,4
2575,54,37,59,01/07/2007,George W. Bush,01/05/2007,4
2576,55,35,61,12/14/2006,George W. Bush,12/11/2006,4
2577,56,38,59,12/10/2006,George W. Bush,12/08/2006,4
2578,57,33,62,11/12/2006,George W. Bush,11/09/2006,4
2579,58,38,56,11/05/2006,George W. Bush,11/02/2006,6
2580,59,37,58,10/22/2006,George W. Bush,10/20/2006,4
2581,60,37,57,10/12/2006,George W. Bush,10/09/2006,6
2582,61,37,59,10/08/2006,George W. Bush,10/06/2006,4
2583,62,44,51,09/17/2006,George W. Bush,09/15/2006,5
2584,63,39,56,09/10/2006,George W. Bush,09/07/2006,5
2585,64,42,54,08/20/2006,George W. Bush,08/18/2006,4
2586,65,37,59,08/10/2006,George W. Bush,08/07/2006,4
2587,66,40,56,07/30/2006,George W. Bush,07/28/2006,4
2588,67,37,59,07/23/2006,George W. Bush,07/21/2006,4
2589,68,40,55,07/09/2006,George W. Bush,07/06/2006,5
2590,69,37,60,06/25/2006,George W. Bush,06/23/2006,3
2591,70,38,56,06/11/2006,George W. Bush,06/09/2006,6
2592,71,36,57,06/04/2006,George W. Bush,06/01/2006,6
2593,72,33,61,05/11/2006,George W. Bush,05/08/2006,6
2594,73,31,65,05/07/2006,George W. Bush,05/05/2006,5
2595,74,34,63,04/30/2006,George W. Bush,04/28/2006,3
2596,75,36,59,04/13/2006,George W. Bush,04/10/2006,5
2597,76,37,60,04/09/2006,George W. Bush,04/07/2006,3
2598,77,37,59,03/16/2006,George W. Bush,03/13/2006,5
2599,78,36,60,03/12/2006,George W. Bush,03/10/2006,4
2600,79,38,60,03/01/2006,George W. Bush,02/28/2006,2
2601,80,39,56,02/12/2006,George W. Bush,02/09/2006,4
2602,81,42,55,02/09/2006,George W. Bush,02/06/2006,4
2603,82,43,54,01/22/2006,George W. Bush,01/20/2006,4
2604,83,43,53,01/12/2006,George W. Bush,01/09/2006,4
2605,84,43,54,01/08/2006,George W. Bush,01/06/2006,3
2606,85,43,53,12/22/2005,George W. Bush,12/19/2005,4
2607,86,41,56,12/18/2005,George W. Bush,12/16/2005,3
2608,87,42,55,12/11/2005,George W. Bush,12/09/2005,3
2609,88,43,51,12/08/2005,George W. Bush,12/05/2005,4
2610,89,38,56,11/20/2005,George W. Bush,11/17/2005,4
2611,90,36,60,11/13/2005,George W. Bush,11/11/2005,3
2612,91,40,54,11/10/2005,George W. Bush,11/07/2005,4
2613,92,40,56,10/30/2005,George W. Bush,10/28/2005,2
2614,93,40,55,10/27/2005,George W. Bush,10/24/2005,3
2615,94,41,54,10/23/2005,George W. Bush,10/21/2005,3
2616,95,39,57,10/16/2005,George W. Bush,10/13/2005,3
2617,96,45,50,09/28/2005,George W. Bush,09/26/2005,4
2618,97,39,57,09/18/2005,George W. Bush,09/16/2005,2
2619,98,44,52,09/15/2005,George W. Bush,09/12/2005,3
2620,99,46,50,09/11/2005,George W. Bush,09/08/2005,3
2621,100,45,52,08/30/2005,George W. Bush,08/28/2005,2
2622,101,39,55,08/25/2005,George W. Bush,08/22/2005,4
2623,102,45,50,08/11/2005,George W. Bush,08/08/2005,4
2624,103,48,47,07/24/2005,George W. Bush,07/22/2005,3
2625,104,48,48,07/10/2005,George W. Bush,07/07/2005,3
2626,105,41,52,06/26/2005,George W. Bush,06/06/2005,6
2627,106,47,50,06/19/2005,George W. Bush,06/16/2005,2
2628,107,47,48,06/08/2005,George W. Bush,06/06/2005,4
2629,108,47,47,05/26/2005,George W. Bush,05/23/2005,4
2630,109,45,50,05/22/2005,George W. Bush,05/20/2005,3
2631,110,50,45,05/05/2005,George W. Bush,05/02/2005,4
2632,111,47,49,05/01/2005,George W. Bush,04/29/2005,3
2633,112,47,48,04/21/2005,George W. Bush,04/18/2005,3
2634,113,50,44,04/07/2005,George W. Bush,04/04/2005,4
2635,114,47,48,04/02/2005,George W. Bush,04/01/2005,3
2636,115,51,44,03/20/2005,George W. Bush,03/18/2005,4
2637,116,52,43,03/10/2005,George W. Bush,03/07/2005,4
2638,117,52,45,02/27/2005,George W. Bush,02/25/2005,2
2639,118,51,45,02/24/2005,George W. Bush,02/21/2005,3
2640,119,48,47,02/10/2005,George W. Bush,02/07/2005,3
2641,120,57,39,02/06/2005,George W. Bush,02/04/2005,3
2642,121,51,44,01/09/2005,George W. Bush,01/07/2005,3
2643,122,51,44,01/05/2005,George W. Bush,01/03/2005,3
2644,123,49,46,12/19/2004,George W. Bush,12/17/2004,4
2645,124,52,44,12/08/2004,George W. Bush,12/05/2004,3
2646,125,53,44,11/10/2004,George W. Bush,11/07/2004,2
2647,126,47,47,10/31/2004,George W. Bush,10/29/2004,4
2648,127,50,46,10/24/2004,George W. Bush,10/22/2004,3
2649,128,51,46,10/16/2004,George W. Bush,10/14/2004,2
2650,129,48,48,10/14/2004,George W. Bush,10/11/2004,2
2651,130,47,48,10/10/2004,George W. Bush,10/09/2004,3
2652,131,49,48,10/03/2004,George W. Bush,10/01/2004,1
2653,132,53,44,09/26/2004,George W. Bush,09/24/2004,1
2654,133,51,45,09/15/2004,George W. Bush,09/13/2004,3
2655,134,51,46,09/05/2004,George W. Bush,09/03/2004,2
2656,135,49,46,08/25/2004,George W. Bush,08/23/2004,3
2657,136,51,45,08/11/2004,George W. Bush,08/09/2004,3
2658,137,46,49,07/31/2004,George W. Bush,07/30/2004,3
2659,138,48,47,07/21/2004,George W. Bush,07/19/2004,3
2660,139,47,49,07/11/2004,George W. Bush,07/08/2004,3
2661,140,52,44,06/29/2004,George W. Bush,06/09/2004,2
2662,141,47,48,06/23/2004,George W. Bush,06/21/2004,3
2663,142,48,49,06/06/2004,George W. Bush,06/03/2004,2
2664,143,46,48,05/23/2004,George W. Bush,05/21/2004,4
2665,144,46,50,05/09/2004,George W. Bush,05/07/2004,2
2666,145,48,48,05/04/2004,George W. Bush,05/02/2004,3
2667,146,51,44,04/18/2004,George W. Bush,04/16/2004,3
2668,147,51,45,04/08/2004,George W. Bush,04/05/2004,3
2669,148,54,43,03/28/2004,George W. Bush,03/26/2004,2
2670,149,51,45,03/11/2004,George W. Bush,03/08/2004,2
2671,150,50,46,03/07/2004,George W. Bush,03/05/2004,2
2672,151,52,45,02/17/2004,George W. Bush,02/16/2004,2
2673,152,51,45,02/12/2004,George W. Bush,02/09/2004,2
2674,153,51,44,02/08/2004,George W. Bush,02/06/2004,4
2675,154,51,46,02/01/2004,George W. Bush,01/29/2004,2
2676,155,53,43,01/15/2004,George W. Bush,01/12/2004,2
2677,156,58,37,01/11/2004,George W. Bush,01/09/2004,3
2678,157,60,35,01/05/2004,George W. Bush,01/02/2004,4
2679,158,62,34,12/16/2003,George W. Bush,12/15/2003,2
2680,159,55,40,12/14/2003,George W. Bush,12/11/2003,3
2681,160,50,46,11/16/2003,George W. Bush,11/14/2003,3
2682,161,53,43,11/05/2003,George W. Bush,11/03/2003,3
2683,162,62,34,10/27/2003,George W. Bush,10/24/2003,3
2684,163,53,42,10/26/2003,George W. Bush,10/24/2003,4
2685,164,55,40,10/12/2003,George W. Bush,10/10/2003,3
2686,165,54,41,10/08/2003,George W. Bush,10/06/2003,3
2687,166,49,47,09/21/2003,George W. Bush,09/19/2003,3
2688,167,52,42,09/10/2003,George W. Bush,09/08/2003,4
2689,168,59,37,08/26/2003,George W. Bush,08/25/2003,3
2690,169,60,35,08/06/2003,George W. Bush,08/04/2003,3
2691,170,59,37,07/20/2003,George W. Bush,07/18/2003,3
2692,171,62,33,07/09/2003,George W. Bush,07/07/2003,4
2693,172,61,35,06/29/2003,George W. Bush,06/27/2003,3
2694,173,56,36,06/15/2003,George W. Bush,06/12/2003,6
2695,174,61,34,06/10/2003,George W. Bush,06/09/2003,3
2696,175,63,32,06/01/2003,George W. Bush,05/30/2003,4
2697,176,65,30,05/21/2003,George W. Bush,05/19/2003,3
2698,177,69,28,05/07/2003,George W. Bush,05/05/2003,2
2699,178,70,26,04/23/2003,George W. Bush,04/22/2003,3
2700,179,70,24,04/16/2003,George W. Bush,04/14/2003,4
2701,180,68,26,04/09/2003,George W. Bush,04/07/2003,4
2702,181,70,26,04/06/2003,George W. Bush,04/05/2003,3
2703,182,70,25,03/30/2003,George W. Bush,03/29/2003,3
2704,183,69,27,03/25/2003,George W. Bush,03/24/2003,3
2705,184,70,25,03/23/2003,George W. Bush,03/22/2003,3
2706,185,58,37,03/15/2003,George W. Bush,03/14/2003,4
2707,186,57,37,03/05/2003,George W. Bush,03/03/2003,5
2708,187,56,37,02/26/2003,George W. Bush,02/24/2003,5
2709,188,57,37,02/19/2003,George W. Bush,02/17/2003,5
2710,189,61,33,02/09/2003,George W. Bush,02/07/2003,4
2711,190,59,34,02/06/2003,George W. Bush,02/03/2003,6
2712,191,60,35,02/02/2003,George W. Bush,01/31/2003,4
2713,192,59,35,01/25/2003,George W. Bush,01/23/2003,4
2714,193,58,35,01/22/2003,George W. Bush,01/20/2003,6
2715,194,61,33,01/16/2003,George W. Bush,01/13/2003,5
2716,195,57,37,01/12/2003,George W. Bush,01/10/2003,5
2717,196,63,31,01/05/2003,George W. Bush,01/03/2003,4
2718,197,61,32,12/22/2002,George W. Bush,12/19/2002,6
2719,198,63,32,12/17/2002,George W. Bush,12/16/2002,3
2720,199,63,29,12/08/2002,George W. Bush,12/05/2002,7
2721,200,66,25,11/14/2002,George W. Bush,11/11/2002,7
2722,201,68,26,11/10/2002,George W. Bush,11/08/2002,4
2723,202,63,29,11/03/2002,George W. Bush,10/31/2002,7
2724,203,66,28,10/22/2002,George W. Bush,10/21/2002,4
2725,204,62,30,10/17/2002,George W. Bush,10/14/2002,6
2726,205,67,27,10/06/2002,George W. Bush,10/03/2002,4
2727,206,67,26,09/25/2002,George W. Bush,09/23/2002,6
2728,207,66,29,09/18/2002,George W. Bush,09/18/2002,4
2729,208,70,25,09/16/2002,George W. Bush,09/13/2002,4
2730,209,65,30,09/08/2002,George W. Bush,09/05/2002,4
2731,210,66,28,09/04/2002,George W. Bush,09/02/2002,4
2732,211,65,27,08/21/2002,George W. Bush,08/19/2002,6
2733,212,70,23,07/31/2002,George W. Bush,07/29/2002,5
2734,213,68,25,07/28/2002,George W. Bush,07/26/2002,5
2735,214,68,24,07/24/2002,George W. Bush,07/22/2002,7
2736,215,72,21,07/11/2002,George W. Bush,07/09/2002,5
2737,216,75,18,07/08/2002,George W. Bush,07/05/2002,6
2738,217,73,20,06/23/2002,George W. Bush,06/21/2002,6
2739,218,74,19,06/19/2002,George W. Bush,06/17/2002,6
2740,219,74,18,06/08/2002,George W. Bush,06/07/2002,7
2741,220,70,23,06/06/2002,George W. Bush,06/03/2002,6
2742,221,76,16,05/29/2002,George W. Bush,05/28/2002,6
2743,222,76,17,05/22/2002,George W. Bush,05/20/2002,6
2744,223,75,19,05/09/2002,George W. Bush,05/06/2002,4
2745,224,77,19,05/01/2002,George W. Bush,04/29/2002,3
2746,225,76,16,04/24/2002,George W. Bush,04/22/2002,6
2747,226,74,19,04/11/2002,George W. Bush,04/08/2002,5
2748,227,75,19,04/07/2002,George W. Bush,04/05/2002,5
2749,228,78,17,03/24/2002,George W. Bush,03/22/2002,3
2750,229,79,15,03/20/2002,George W. Bush,03/18/2002,4
2751,230,79,14,03/09/2002,George W. Bush,03/08/2002,5
2752,231,76,18,03/07/2002,George W. Bush,03/04/2002,5
2753,232,80,14,03/03/2002,George W. Bush,03/01/2002,4
2754,233,81,13,02/10/2002,George W. Bush,02/08/2002,4
2755,234,81,14,02/06/2002,George W. Bush,02/04/2002,4
2756,235,84,13,01/27/2002,George W. Bush,01/25/2002,2
2757,236,82,12,01/14/2002,George W. Bush,01/11/2002,4
2758,237,85,10,12/16/2001,George W. Bush,12/14/2001,3
2759,238,85,10,12/09/2001,George W. Bush,12/06/2001,3
2760,239,87,8,11/27/2001,George W. Bush,11/26/2001,4
2761,240,84,11,11/15/2001,George W. Bush,11/09/2001,3
2762,241,86,9,11/11/2001,George W. Bush,11/08/2001,3
2763,242,87,8,11/04/2001,George W. Bush,11/02/2001,3
2764,243,88,9,10/21/2001,George W. Bush,10/19/2001,2
2765,244,89,8,10/14/2001,George W. Bush,10/11/2001,2
2766,245,87,9,10/07/2001,George W. Bush,10/05/2001,3
2767,246,89,6,09/22/2001,George W. Bush,09/21/2001,4
2768,247,85,9,09/15/2001,George W. Bush,09/14/2001,4
2769,248,51,39,09/11/2001,George W. Bush,09/07/2001,9
2770,249,55,35,08/26/2001,George W. Bush,08/24/2001,9
2771,250,57,33,08/19/2001,George W. Bush,08/16/2001,8
2772,251,57,35,08/12/2001,George W. Bush,08/10/2001,7
2773,252,55,34,08/05/2001,George W. Bush,08/03/2001,10
2774,253,55,33,07/22/2001,George W. Bush,07/19/2001,10
2775,254,57,34,07/11/2001,George W. Bush,07/10/2001,8
2776,255,52,34,07/01/2001,George W. Bush,06/28/2001,13
2777,256,50,42,06/28/2001,George W. Bush,06/22/2001,7
2778,257,52,34,06/17/2001,George W. Bush,06/11/2001,12
2779,258,55,35,06/10/2001,George W. Bush,06/08/2001,9
2780,259,55,35,05/20/2001,George W. Bush,05/18/2001,8
2781,260,56,31,05/14/2001,George W. Bush,05/10/2001,12
2782,261,53,32,05/09/2001,George W. Bush,05/07/2001,14
2783,262,62,29,04/22/2001,George W. Bush,04/20/2001,9
2784,263,59,29,04/08/2001,George W. Bush,04/06/2001,11
2785,264,52,29,03/28/2001,George W. Bush,03/26/2001,18
2786,265,58,28,03/11/2001,George W. Bush,03/09/2001,13
2787,266,62,21,03/07/2001,George W. Bush,03/05/2001,15
2788,267,61,21,02/21/2001,George W. Bush,02/19/2001,16
2789,268,57,24,02/11/2001,George W. Bush,02/09/2001,17
2790,269,57,25,02/04/2001,George W. Bush,02/01/2001,18
2791,0,66,29,01/14/2001,William J. Clinton,01/10/2001,5
2792,1,63,31,01/07/2001,William J. Clinton,01/05/2001,4
2793,2,71,26,12/17/2000,William J. Clinton,12/15/2000,1
2794,3,59,35,12/04/2000,William J. Clinton,12/02/2000,5
2795,4,63,32,11/15/2000,William J. Clinton,11/13/2000,4
2796,5,56,38,10/26/2000,William J. Clinton,10/25/2000,5
2797,6,58,36,10/09/2000,William J. Clinton,10/06/2000,4
2798,7,60,34,09/13/2000,William J. Clinton,09/11/2000,5
2799,8,62,35,09/03/2000,William J. Clinton,08/29/2000,2
2800,9,61,35,08/19/2000,William J. Clinton,08/18/2000,3
2801,10,57,38,08/12/2000,William J. Clinton,08/11/2000,3
2802,11,63,32,08/05/2000,William J. Clinton,08/04/2000,4
2803,12,56,39,07/26/2000,William J. Clinton,07/25/2000,4
2804,13,59,36,07/16/2000,William J. Clinton,07/14/2000,3
2805,14,59,35,07/09/2000,William J. Clinton,07/06/2000,5
2806,15,54,39,06/25/2000,William J. Clinton,06/22/2000,5
2807,16,59,36,06/07/2000,William J. Clinton,06/06/2000,3
2808,17,57,36,05/21/2000,William J. Clinton,05/18/2000,5
2809,18,57,36,05/07/2000,William J. Clinton,05/04/2000,6
2810,19,58,39,04/30/2000,William J. Clinton,04/28/2000,2
2811,20,62,33,04/02/2000,William J. Clinton,03/30/2000,3
2812,21,55,39,03/19/2000,William J. Clinton,03/17/2000,5
2813,22,63,34,03/12/2000,William J. Clinton,03/10/2000,3
2814,23,56,39,02/27/2000,William J. Clinton,02/25/2000,3
2815,24,61,34,02/15/2000,William J. Clinton,02/14/2000,4
2816,25,62,33,02/05/2000,William J. Clinton,02/04/2000,3
2817,26,64,31,01/26/2000,William J. Clinton,01/25/2000,3
2818,27,61,35,01/19/2000,William J. Clinton,01/17/2000,3
2819,28,59,36,01/16/2000,William J. Clinton,01/13/2000,4
2820,29,63,34,01/10/2000,William J. Clinton,01/07/2000,2
2821,30,57,35,12/21/1999,William J. Clinton,12/20/1999,6
2822,31,56,41,12/12/1999,William J. Clinton,12/09/1999,2
2823,32,59,36,11/21/1999,William J. Clinton,11/18/1999,5
2824,33,58,38,11/07/1999,William J. Clinton,11/04/1999,4
2825,34,59,35,10/24/1999,William J. Clinton,10/21/1999,4
2826,35,56,38,10/10/1999,William J. Clinton,10/08/1999,4
2827,36,59,37,09/26/1999,William J. Clinton,09/23/1999,2
2828,37,60,38,09/14/1999,William J. Clinton,09/10/1999,1
2829,38,59,35,08/26/1999,William J. Clinton,08/24/1999,5
2830,39,59,35,08/18/1999,William J. Clinton,08/16/1999,4
2831,40,60,35,08/04/1999,William J. Clinton,08/03/1999,4
2832,41,64,30,07/25/1999,William J. Clinton,07/23/1999,4
2833,42,57,38,07/18/1999,William J. Clinton,07/16/1999,3
2834,43,58,36,07/14/1999,William J. Clinton,07/13/1999,4
2835,44,57,40,06/27/1999,William J. Clinton,06/25/1999,1
2836,45,61,34,06/13/1999,William J. Clinton,06/11/1999,3
2837,46,59,35,06/05/1999,William J. Clinton,06/04/1999,4
2838,47,56,39,05/23/1999,William J. Clinton,05/21/1999,4
2839,48,60,35,05/09/1999,William J. Clinton,05/07/1999,5
2840,49,60,36,05/02/1999,William J. Clinton,04/30/1999,3
2841,50,59,35,04/27/1999,William J. Clinton,04/26/1999,4
2842,51,59,35,04/14/1999,William J. Clinton,04/13/1999,4
2843,52,58,35,04/07/1999,William J. Clinton,04/06/1999,6
2844,53,64,31,03/31/1999,William J. Clinton,03/30/1999,4
2845,54,64,33,03/21/1999,William J. Clinton,03/19/1999,3
2846,55,61,34,03/14/1999,William J. Clinton,03/12/1999,3
2847,56,67,28,03/07/1999,William J. Clinton,03/05/1999,3
2848,57,65,30,02/28/1999,William J. Clinton,02/26/1999,3
2849,58,66,29,02/21/1999,William J. Clinton,02/19/1999,4
2850,59,66,31,02/13/1999,William J. Clinton,02/12/1999,2
2851,60,69,27,02/09/1999,William J. Clinton,02/09/1999,2
2852,61,62,34,02/09/1999,William J. Clinton,02/08/1999,3
2853,62,65,33,02/08/1999,William J. Clinton,02/04/1999,2
2854,63,59,37,02/07/1999,William J. Clinton,02/02/1999,3
