,index,Approving ,Disapproving ,End Date ,President,Start Date  ,unsure/no data
2015,2015,46,45,07/03/2010,Barack Obama,07/01/2010,9
2016,2016,47,46,07/02/2010,Barack Obama,06/30/2010,7
2017,2017,49,44,07/01/2010,Barack Obama,06/29/2010,7
2018,2018,47,45,06/30/2010,Barack Obama,06/28/2010,8
2019,2019,46,45,06/29/2010,Barack Obama,06/27/2010,9
2020,2020,46,45,06/28/2010,Barack Obama,06/26/2010,9
2021,2021,46,46,06/27/2010,Barack Obama,06/25/2010,8
2022,2022,45,46,06/26/2010,Barack Obama,06/24/2010,9
2023,2023,46,46,06/25/2010,Barack Obama,06/23/2010,8
2024,2024,45,45,06/24/2010,Barack Obama,06/22/2010,10
2025,2025,45,46,06/23/2010,Barack Obama,06/21/2010,9
2026,2026,45,46,06/22/2010,Barack Obama,06/20/2010,9
2027,2027,48,45,06/21/2010,Barack Obama,06/19/2010,7
2028,2028,49,44,06/20/2010,Barack Obama,06/18/2010,7
2029,2029,48,45,06/19/2010,Barack Obama,06/17/2010,7
2030,2030,45,46,06/18/2010,Barack Obama,06/16/2010,9
2031,2031,45,46,06/17/2010,Barack Obama,06/15/2010,9
2032,2032,46,44,06/16/2010,Barack Obama,06/14/2010,10
2033,2033,49,43,06/15/2010,Barack Obama,06/13/2010,8
2034,2034,49,44,06/14/2010,Barack Obama,06/12/2010,7
2035,2035,48,45,06/13/2010,Barack Obama,06/11/2010,7
2036,2036,46,46,06/12/2010,Barack Obama,06/10/2010,8
2037,2037,44,48,06/11/2010,Barack Obama,06/09/2010,8
2038,2038,45,48,06/10/2010,Barack Obama,06/08/2010,7
2039,2039,44,48,06/09/2010,Barack Obama,06/07/2010,8
2040,2040,47,45,06/08/2010,Barack Obama,06/06/2010,8
2041,2041,45,46,06/07/2010,Barack Obama,06/05/2010,9
2042,2042,47,44,06/06/2010,Barack Obama,06/04/2010,9
2043,2043,45,47,06/05/2010,Barack Obama,06/03/2010,8
2044,2044,46,47,06/04/2010,Barack Obama,06/02/2010,7
2045,2045,48,45,06/03/2010,Barack Obama,06/01/2010,7
2046,2046,49,45,06/02/2010,Barack Obama,05/30/2010,6
2047,2047,50,44,06/01/2010,Barack Obama,05/29/2010,6
2048,2048,47,46,05/30/2010,Barack Obama,05/28/2010,7
2049,2049,46,45,05/29/2010,Barack Obama,05/27/2010,9
2050,2050,45,47,05/28/2010,Barack Obama,05/26/2010,8
2051,2051,45,47,05/27/2010,Barack Obama,05/25/2010,8
2052,2052,46,47,05/26/2010,Barack Obama,05/24/2010,7
2053,2053,47,45,05/25/2010,Barack Obama,05/23/2010,8
2054,2054,48,44,05/24/2010,Barack Obama,05/22/2010,8
2055,2055,48,45,05/23/2010,Barack Obama,05/21/2010,7
2056,2056,48,45,05/22/2010,Barack Obama,05/19/2010,7
2057,2057,49,45,05/20/2010,Barack Obama,05/18/2010,6
2058,2058,48,44,05/19/2010,Barack Obama,05/17/2010,8
2059,2059,49,45,05/18/2010,Barack Obama,05/16/2010,6
2060,2060,46,46,05/17/2010,Barack Obama,05/15/2010,8
2061,2061,47,46,05/16/2010,Barack Obama,05/14/2010,7
2062,2062,48,44,05/15/2010,Barack Obama,05/13/2010,8
2063,2063,51,42,05/14/2010,Barack Obama,05/12/2010,7
2064,2064,52,41,05/13/2010,Barack Obama,05/11/2010,7
2065,2065,51,42,05/12/2010,Barack Obama,05/10/2010,7
2066,2066,49,43,05/11/2010,Barack Obama,05/09/2010,8
2067,2067,51,42,05/10/2010,Barack Obama,05/08/2010,7
2068,2068,50,43,05/09/2010,Barack Obama,05/07/2010,7
2069,2069,50,43,05/08/2010,Barack Obama,05/06/2010,7
2070,2070,49,43,05/07/2010,Barack Obama,05/05/2010,8
2071,2071,48,43,05/06/2010,Barack Obama,05/04/2010,9
2072,2072,50,42,05/05/2010,Barack Obama,05/03/2010,8
2073,2073,50,43,05/04/2010,Barack Obama,05/02/2010,7
2074,2074,50,45,05/03/2010,Barack Obama,05/01/2010,5
2075,2075,47,47,05/02/2010,Barack Obama,04/30/2010,6
2076,2076,47,46,05/01/2010,Barack Obama,04/29/2010,7
2077,2077,49,44,04/30/2010,Barack Obama,04/28/2010,7
2078,2078,49,45,04/29/2010,Barack Obama,04/27/2010,6
2079,2079,49,44,04/27/2010,Barack Obama,04/25/2010,7
2080,2080,51,42,04/26/2010,Barack Obama,04/24/2010,7
2081,2081,51,42,04/25/2010,Barack Obama,04/23/2010,7
2082,2082,50,43,04/24/2010,Barack Obama,04/22/2010,7
2083,2083,49,42,04/23/2010,Barack Obama,04/21/2010,9
2084,2084,50,42,04/22/2010,Barack Obama,04/20/2010,8
2085,2085,49,43,04/21/2010,Barack Obama,04/19/2010,8
2086,2086,49,45,04/20/2010,Barack Obama,04/18/2010,6
2087,2087,49,45,04/19/2010,Barack Obama,04/17/2010,6
2088,2088,48,46,04/18/2010,Barack Obama,04/16/2010,6
2089,2089,47,46,04/17/2010,Barack Obama,04/15/2010,7
2090,2090,46,46,04/16/2010,Barack Obama,04/14/2010,8
2091,2091,49,44,04/15/2010,Barack Obama,04/13/2010,7
2092,2092,49,45,04/14/2010,Barack Obama,04/12/2010,6
2093,2093,49,45,04/13/2010,Barack Obama,04/11/2010,6
2094,2094,46,46,04/12/2010,Barack Obama,04/10/2010,8
2095,2095,45,48,04/11/2010,Barack Obama,04/09/2010,7
2096,2096,45,48,04/10/2010,Barack Obama,04/08/2010,7
2097,2097,47,48,04/09/2010,Barack Obama,04/07/2010,5
2098,2098,49,46,04/08/2010,Barack Obama,04/06/2010,5
2099,2099,49,46,04/07/2010,Barack Obama,04/05/2010,5
2100,2100,50,45,04/06/2010,Barack Obama,04/03/2010,5
2101,2101,49,46,04/05/2010,Barack Obama,04/02/2010,5
2102,2102,48,46,04/03/2010,Barack Obama,04/01/2010,6
2103,2103,48,45,04/02/2010,Barack Obama,03/31/2010,7
2104,2104,50,43,04/01/2010,Barack Obama,03/30/2010,7
2105,2105,50,42,03/31/2010,Barack Obama,03/29/2010,8
2106,2106,50,43,03/30/2010,Barack Obama,03/28/2010,7
2107,2107,48,44,03/29/2010,Barack Obama,03/27/2010,8
2108,2108,48,46,03/28/2010,Barack Obama,03/26/2010,6
2109,2109,46,46,03/27/2010,Barack Obama,03/25/2010,8
2110,2110,48,45,03/26/2010,Barack Obama,03/24/2010,7
2111,2111,50,44,03/25/2010,Barack Obama,03/23/2010,6
2112,2112,51,42,03/24/2010,Barack Obama,03/22/2010,7
2113,2113,50,44,03/23/2010,Barack Obama,03/21/2010,6
2114,2114,51,43,03/22/2010,Barack Obama,03/20/2010,6
2115,2115,50,43,03/21/2010,Barack Obama,03/18/2010,7
2116,2116,50,43,03/20/2010,Barack Obama,03/17/2010,7
2117,2117,47,47,03/18/2010,Barack Obama,03/16/2010,6
2118,2118,46,48,03/17/2010,Barack Obama,03/15/2010,6
2119,2119,46,47,03/16/2010,Barack Obama,03/14/2010,7
2120,2120,48,44,03/15/2010,Barack Obama,03/13/2010,8
2121,2121,49,44,03/14/2010,Barack Obama,03/12/2010,7
2122,2122,49,44,03/13/2010,Barack Obama,03/11/2010,7
2123,2123,47,44,03/12/2010,Barack Obama,03/10/2010,9
2124,2124,46,45,03/11/2010,Barack Obama,03/09/2010,9
2125,2125,46,45,03/10/2010,Barack Obama,03/08/2010,9
2126,2126,48,44,03/09/2010,Barack Obama,03/07/2010,8
2127,2127,49,43,03/08/2010,Barack Obama,03/06/2010,8
2128,2128,49,44,03/07/2010,Barack Obama,03/05/2010,7
2129,2129,48,46,03/06/2010,Barack Obama,03/04/2010,6
2130,2130,47,46,03/05/2010,Barack Obama,03/03/2010,7
2131,2131,50,44,03/04/2010,Barack Obama,03/02/2010,6
2132,2132,50,43,03/03/2010,Barack Obama,03/01/2010,7
2133,2133,52,41,03/02/2010,Barack Obama,02/28/2010,7
2134,2134,50,43,03/01/2010,Barack Obama,02/27/2010,7
2135,2135,50,44,02/28/2010,Barack Obama,02/26/2010,6
2136,2136,50,45,02/27/2010,Barack Obama,02/25/2010,5
2137,2137,49,45,02/26/2010,Barack Obama,02/24/2010,6
2138,2138,50,42,02/25/2010,Barack Obama,02/23/2010,8
2139,2139,50,42,02/24/2010,Barack Obama,02/22/2010,8
2140,2140,51,43,02/23/2010,Barack Obama,02/21/2010,6
2141,2141,51,43,02/22/2010,Barack Obama,02/20/2010,6
2142,2142,49,43,02/21/2010,Barack Obama,02/19/2010,8
2143,2143,48,45,02/20/2010,Barack Obama,02/18/2010,7
2144,2144,48,45,02/19/2010,Barack Obama,02/17/2010,7
2145,2145,48,44,02/18/2010,Barack Obama,02/16/2010,8
2146,2146,51,41,02/17/2010,Barack Obama,02/15/2010,8
2147,2147,50,41,02/16/2010,Barack Obama,02/14/2010,9
2148,2148,52,41,02/15/2010,Barack Obama,02/13/2010,7
2149,2149,53,40,02/14/2010,Barack Obama,02/12/2010,7
2150,2150,53,40,02/13/2010,Barack Obama,02/11/2010,7
2151,2151,52,41,02/12/2010,Barack Obama,02/10/2010,7
2152,2152,51,42,02/11/2010,Barack Obama,02/09/2010,7
2153,2153,50,43,02/10/2010,Barack Obama,02/08/2010,7
2154,2154,51,41,02/09/2010,Barack Obama,02/07/2010,8
2155,2155,50,41,02/08/2010,Barack Obama,02/06/2010,9
2156,2156,51,41,02/07/2010,Barack Obama,02/05/2010,8
2157,2157,49,44,02/06/2010,Barack Obama,02/04/2010,7
2158,2158,50,43,02/05/2010,Barack Obama,02/03/2010,7
2159,2159,49,44,02/04/2010,Barack Obama,02/02/2010,7
2160,2160,50,44,02/03/2010,Barack Obama,02/01/2010,6
2161,2161,51,42,02/02/2010,Barack Obama,01/31/2010,7
2162,2162,51,42,02/01/2010,Barack Obama,01/30/2010,7
2163,2163,50,44,01/31/2010,Barack Obama,01/29/2010,6
2164,2164,48,46,01/30/2010,Barack Obama,01/28/2010,6
2165,2165,47,47,01/29/2010,Barack Obama,01/27/2010,6
2166,2166,48,45,01/28/2010,Barack Obama,01/26/2010,7
2167,2167,47,46,01/27/2010,Barack Obama,01/25/2010,7
2168,2168,48,46,01/26/2010,Barack Obama,01/24/2010,6
2169,2169,48,47,01/25/2010,Barack Obama,01/23/2010,5
2170,2170,48,47,01/24/2010,Barack Obama,01/22/2010,5
2171,2171,48,47,01/23/2010,Barack Obama,01/21/2010,5
2172,2172,47,47,01/22/2010,Barack Obama,01/20/2010,6
2173,2173,49,45,01/21/2010,Barack Obama,01/19/2010,6
2174,2174,49,44,01/20/2010,Barack Obama,01/18/2010,7
2175,2175,50,43,01/19/2010,Barack Obama,01/17/2010,7
2176,2176,50,43,01/18/2010,Barack Obama,01/16/2010,7
2177,2177,50,43,01/17/2010,Barack Obama,01/15/2010,7
2178,2178,50,42,01/16/2010,Barack Obama,01/14/2010,8
2179,2179,49,44,01/15/2010,Barack Obama,01/13/2010,7
2180,2180,49,45,01/14/2010,Barack Obama,01/12/2010,6
2181,2181,50,43,01/13/2010,Barack Obama,01/11/2010,7
2182,2182,50,42,01/12/2010,Barack Obama,01/10/2010,8
2183,2183,50,42,01/11/2010,Barack Obama,01/09/2010,8
2184,2184,49,44,01/10/2010,Barack Obama,01/08/2010,7
2185,2185,50,43,01/09/2010,Barack Obama,01/07/2010,7
2186,2186,52,41,01/08/2010,Barack Obama,01/06/2010,7
2187,2187,52,41,01/07/2010,Barack Obama,01/05/2010,7
2188,2188,52,42,01/06/2010,Barack Obama,01/04/2010,6
2189,2189,51,44,01/05/2010,Barack Obama,01/03/2010,5
2190,2190,50,44,01/04/2010,Barack Obama,01/02/2010,6
2191,2191,49,44,01/03/2010,Barack Obama,12/30/2009,7
2192,2192,51,43,01/02/2010,Barack Obama,12/29/2009,7
2193,2193,51,42,12/30/2009,Barack Obama,12/28/2009,7
2194,2194,53,41,12/29/2009,Barack Obama,12/27/2009,6
2195,2195,52,41,12/28/2009,Barack Obama,12/23/2009,7
2196,2196,51,43,12/27/2009,Barack Obama,12/22/2009,6
2197,2197,51,42,12/23/2009,Barack Obama,12/21/2009,7
2198,2198,50,44,12/22/2009,Barack Obama,12/20/2009,6
2199,2199,51,43,12/21/2009,Barack Obama,12/19/2009,6
2200,2200,49,46,12/20/2009,Barack Obama,12/18/2009,5
2201,2201,50,44,12/19/2009,Barack Obama,12/17/2009,6
2202,2202,50,43,12/18/2009,Barack Obama,12/16/2009,7
2203,2203,52,40,12/17/2009,Barack Obama,12/15/2009,8
2204,2204,51,41,12/16/2009,Barack Obama,12/14/2009,8
2205,2205,49,41,12/15/2009,Barack Obama,12/13/2009,10
2206,2206,48,42,12/14/2009,Barack Obama,12/12/2009,10
2207,2207,48,42,12/13/2009,Barack Obama,12/11/2009,10
2208,2208,48,43,12/12/2009,Barack Obama,12/10/2009,9
2209,2209,50,44,12/11/2009,Barack Obama,12/07/2009,6
2210,2210,50,44,12/10/2009,Barack Obama,12/06/2009,6
2211,2211,50,45,12/07/2009,Barack Obama,12/05/2009,5
2212,2212,47,46,12/06/2009,Barack Obama,12/04/2009,7
2213,2213,49,44,12/05/2009,Barack Obama,12/03/2009,7
2214,2214,52,41,12/04/2009,Barack Obama,12/02/2009,7
2215,2215,52,41,12/03/2009,Barack Obama,12/01/2009,7
2216,2216,51,42,12/02/2009,Barack Obama,11/30/2009,7
2217,2217,49,44,12/01/2009,Barack Obama,11/29/2009,7
2218,2218,51,42,11/30/2009,Barack Obama,11/28/2009,7
2219,2219,51,41,11/29/2009,Barack Obama,11/27/2009,8
2220,2220,51,41,11/28/2009,Barack Obama,11/25/2009,8
2221,2221,49,42,11/27/2009,Barack Obama,11/24/2009,9
2222,2222,49,44,11/25/2009,Barack Obama,11/23/2009,7
2223,2223,49,44,11/24/2009,Barack Obama,11/22/2009,7
2224,2224,49,44,11/23/2009,Barack Obama,11/21/2009,7
2225,2225,49,44,11/22/2009,Barack Obama,11/20/2009,7
2226,2226,48,44,11/21/2009,Barack Obama,11/19/2009,8
2227,2227,49,44,11/20/2009,Barack Obama,11/18/2009,7
2228,2228,49,44,11/19/2009,Barack Obama,11/17/2009,7
2229,2229,50,44,11/18/2009,Barack Obama,11/16/2009,6
2230,2230,50,42,11/17/2009,Barack Obama,11/15/2009,8
2231,2231,50,42,11/16/2009,Barack Obama,11/14/2009,8
2232,2232,53,38,11/15/2009,Barack Obama,11/13/2009,9
2233,2233,53,39,11/14/2009,Barack Obama,11/12/2009,8
2234,2234,54,38,11/13/2009,Barack Obama,11/11/2009,8
2235,2235,52,41,11/12/2009,Barack Obama,11/10/2009,7
2236,2236,53,41,11/11/2009,Barack Obama,11/09/2009,6
2237,2237,51,42,11/10/2009,Barack Obama,11/08/2009,7
2238,2238,54,39,11/09/2009,Barack Obama,11/07/2009,7
2239,2239,53,41,11/08/2009,Barack Obama,11/06/2009,6
2240,2240,54,41,11/07/2009,Barack Obama,11/05/2009,5
2241,2241,52,42,11/06/2009,Barack Obama,11/04/2009,6
2242,2242,52,42,11/05/2009,Barack Obama,11/03/2009,6
2243,2243,52,42,11/04/2009,Barack Obama,11/02/2009,6
2244,2244,50,43,11/03/2009,Barack Obama,11/01/2009,7
2245,2245,50,41,11/02/2009,Barack Obama,10/31/2009,9
2246,2246,53,39,11/01/2009,Barack Obama,10/30/2009,8
2247,2247,55,38,10/31/2009,Barack Obama,10/29/2009,7
2248,2248,55,40,10/30/2009,Barack Obama,10/28/2009,5
2249,2249,53,40,10/29/2009,Barack Obama,10/27/2009,7
2250,2250,51,43,10/28/2009,Barack Obama,10/26/2009,6
2251,2251,51,42,10/27/2009,Barack Obama,10/25/2009,7
2252,2252,51,41,10/26/2009,Barack Obama,10/24/2009,8
2253,2253,52,38,10/25/2009,Barack Obama,10/23/2009,10
2254,2254,55,38,10/24/2009,Barack Obama,10/22/2009,7
2255,2255,54,38,10/23/2009,Barack Obama,10/21/2009,8
2256,2256,54,39,10/22/2009,Barack Obama,10/20/2009,7
2257,2257,51,41,10/21/2009,Barack Obama,10/19/2009,8
2258,2258,50,42,10/20/2009,Barack Obama,10/18/2009,8
2259,2259,50,43,10/19/2009,Barack Obama,10/17/2009,7
2260,2260,51,42,10/18/2009,Barack Obama,10/16/2009,7
2261,2261,53,41,10/17/2009,Barack Obama,10/15/2009,6
2262,2262,54,40,10/16/2009,Barack Obama,10/14/2009,6
2263,2263,52,42,10/15/2009,Barack Obama,10/13/2009,6
2264,2264,53,40,10/14/2009,Barack Obama,10/12/2009,7
2265,2265,52,39,10/13/2009,Barack Obama,10/11/2009,9
2266,2266,56,36,10/12/2009,Barack Obama,10/10/2009,8
2267,2267,56,36,10/11/2009,Barack Obama,10/09/2009,8
2268,2268,56,37,10/10/2009,Barack Obama,10/08/2009,7
2269,2269,54,38,10/09/2009,Barack Obama,10/07/2009,8
2270,2270,53,40,10/08/2009,Barack Obama,10/06/2009,7
2271,2271,53,40,10/07/2009,Barack Obama,10/05/2009,7
2272,2272,51,42,10/06/2009,Barack Obama,10/04/2009,7
2273,2273,50,43,10/05/2009,Barack Obama,10/03/2009,7
2274,2274,51,42,10/04/2009,Barack Obama,10/02/2009,7
2275,2275,52,41,10/03/2009,Barack Obama,10/01/2009,7
2276,2276,53,40,10/02/2009,Barack Obama,09/30/2009,7
2277,2277,54,38,10/01/2009,Barack Obama,09/29/2009,8
2278,2278,54,38,09/30/2009,Barack Obama,09/28/2009,8
2279,2279,53,38,09/29/2009,Barack Obama,09/27/2009,9
2280,2280,52,39,09/28/2009,Barack Obama,09/26/2009,9
2281,2281,51,40,09/27/2009,Barack Obama,09/25/2009,9
2282,2282,51,41,09/26/2009,Barack Obama,09/24/2009,8
2283,2283,52,41,09/25/2009,Barack Obama,09/23/2009,7
2284,2284,50,42,09/24/2009,Barack Obama,09/22/2009,8
2285,2285,51,42,09/23/2009,Barack Obama,09/21/2009,7
2286,2286,51,41,09/22/2009,Barack Obama,09/20/2009,8
2287,2287,53,39,09/21/2009,Barack Obama,09/19/2009,8
2288,2288,53,40,09/20/2009,Barack Obama,09/18/2009,7
2289,2289,52,42,09/19/2009,Barack Obama,09/17/2009,6
2290,2290,52,42,09/18/2009,Barack Obama,09/15/2009,6
2291,2291,51,42,09/17/2009,Barack Obama,09/14/2009,7
2292,2292,51,41,09/15/2009,Barack Obama,09/13/2009,8
2293,2293,52,41,09/14/2009,Barack Obama,09/12/2009,7
2294,2294,53,40,09/13/2009,Barack Obama,09/11/2009,7
2295,2295,53,40,09/12/2009,Barack Obama,09/10/2009,7
2296,2296,52,41,09/11/2009,Barack Obama,09/09/2009,7
2297,2297,51,42,09/10/2009,Barack Obama,09/08/2009,7
2298,2298,51,42,09/09/2009,Barack Obama,09/06/2009,7
2299,2299,51,41,09/08/2009,Barack Obama,09/05/2009,8
2300,2300,51,41,09/06/2009,Barack Obama,09/04/2009,8
2301,2301,52,41,09/05/2009,Barack Obama,09/03/2009,7
2302,2302,53,40,09/04/2009,Barack Obama,09/02/2009,7
2303,2303,55,38,09/03/2009,Barack Obama,09/01/2009,7
2304,2304,55,39,09/02/2009,Barack Obama,08/31/2009,6
2305,2305,54,40,09/01/2009,Barack Obama,08/30/2009,6
2306,2306,52,42,08/31/2009,Barack Obama,08/29/2009,6
2307,2307,51,42,08/30/2009,Barack Obama,08/28/2009,7
2308,2308,50,42,08/29/2009,Barack Obama,08/27/2009,8
2309,2309,50,42,08/28/2009,Barack Obama,08/26/2009,8
2310,2310,50,43,08/27/2009,Barack Obama,08/25/2009,7
2311,2311,50,43,08/26/2009,Barack Obama,08/24/2009,7
2312,2312,51,44,08/25/2009,Barack Obama,08/23/2009,5
2313,2313,51,42,08/24/2009,Barack Obama,08/22/2009,7
2314,2314,52,40,08/23/2009,Barack Obama,08/21/2009,8
2315,2315,54,38,08/22/2009,Barack Obama,08/20/2009,8
2316,2316,53,40,08/21/2009,Barack Obama,08/19/2009,7
2317,2317,53,40,08/20/2009,Barack Obama,08/18/2009,7
2318,2318,51,42,08/19/2009,Barack Obama,08/17/2009,7
2319,2319,51,41,08/18/2009,Barack Obama,08/16/2009,8
2320,2320,52,42,08/17/2009,Barack Obama,08/15/2009,6
2321,2321,53,40,08/16/2009,Barack Obama,08/14/2009,7
2322,2322,54,39,08/15/2009,Barack Obama,08/13/2009,7
2323,2323,55,37,08/14/2009,Barack Obama,08/12/2009,8
2324,2324,54,39,08/13/2009,Barack Obama,08/11/2009,7
2325,2325,53,40,08/12/2009,Barack Obama,08/10/2009,7
2326,2326,53,40,08/11/2009,Barack Obama,08/09/2009,7
2327,2327,54,40,08/10/2009,Barack Obama,08/08/2009,6
2328,2328,55,38,08/09/2009,Barack Obama,08/07/2009,7
2329,2329,55,38,08/08/2009,Barack Obama,08/06/2009,7
2330,2330,58,36,08/07/2009,Barack Obama,08/05/2009,6
2331,2331,58,36,08/06/2009,Barack Obama,08/04/2009,6
2332,2332,56,37,08/05/2009,Barack Obama,08/03/2009,7
2333,2333,56,37,08/04/2009,Barack Obama,08/02/2009,7
2334,2334,55,38,08/03/2009,Barack Obama,08/01/2009,7
2335,2335,56,38,08/02/2009,Barack Obama,07/31/2009,6
2336,2336,55,39,08/01/2009,Barack Obama,07/30/2009,6
2337,2337,56,38,07/31/2009,Barack Obama,07/29/2009,6
2338,2338,54,40,07/30/2009,Barack Obama,07/28/2009,6
2339,2339,52,41,07/29/2009,Barack Obama,07/27/2009,7
2340,2340,53,39,07/28/2009,Barack Obama,07/26/2009,8
2341,2341,54,37,07/27/2009,Barack Obama,07/25/2009,9
2342,2342,56,36,07/26/2009,Barack Obama,07/24/2009,8
2343,2343,56,37,07/25/2009,Barack Obama,07/23/2009,7
2344,2344,55,39,07/24/2009,Barack Obama,07/22/2009,6
2345,2345,56,39,07/23/2009,Barack Obama,07/21/2009,5
2346,2346,55,39,07/22/2009,Barack Obama,07/20/2009,6
2347,2347,57,36,07/21/2009,Barack Obama,07/19/2009,7
2348,2348,59,34,07/20/2009,Barack Obama,07/18/2009,7
2349,2349,61,32,07/19/2009,Barack Obama,07/17/2009,7
2350,2350,60,33,07/18/2009,Barack Obama,07/16/2009,7
2351,2351,60,33,07/17/2009,Barack Obama,07/15/2009,7
2352,2352,58,36,07/16/2009,Barack Obama,07/14/2009,6
2353,2353,58,34,07/15/2009,Barack Obama,07/13/2009,8
2354,2354,59,33,07/14/2009,Barack Obama,07/12/2009,8
2355,2355,60,32,07/13/2009,Barack Obama,07/11/2009,8
2356,2356,59,33,07/12/2009,Barack Obama,07/10/2009,8
2357,2357,58,35,07/11/2009,Barack Obama,07/09/2009,7
2358,2358,58,35,07/10/2009,Barack Obama,07/08/2009,7
2359,2359,58,36,07/09/2009,Barack Obama,07/07/2009,6
2360,2360,57,36,07/08/2009,Barack Obama,07/06/2009,7
2361,2361,56,36,07/07/2009,Barack Obama,07/05/2009,8
2362,2362,58,35,07/06/2009,Barack Obama,07/03/2009,7
2363,2363,59,34,07/05/2009,Barack Obama,07/02/2009,7
2364,2364,60,33,07/03/2009,Barack Obama,07/01/2009,7
2365,2365,62,31,07/02/2009,Barack Obama,06/30/2009,7
2366,2366,61,30,07/01/2009,Barack Obama,06/29/2009,9
2367,2367,63,30,06/30/2009,Barack Obama,06/28/2009,7
2368,2368,60,32,06/29/2009,Barack Obama,06/27/2009,8
2369,2369,59,34,06/28/2009,Barack Obama,06/26/2009,7
2370,2370,57,35,06/27/2009,Barack Obama,06/25/2009,8
2371,2371,59,33,06/26/2009,Barack Obama,06/24/2009,8
2372,2372,59,33,06/25/2009,Barack Obama,06/23/2009,8
2373,2373,61,32,06/24/2009,Barack Obama,06/22/2009,7
2374,2374,60,34,06/23/2009,Barack Obama,06/21/2009,6
2375,2375,60,33,06/22/2009,Barack Obama,06/20/2009,7
2376,2376,57,35,06/21/2009,Barack Obama,06/18/2009,8
2377,2377,57,35,06/20/2009,Barack Obama,06/17/2009,8
2378,2378,58,33,06/18/2009,Barack Obama,06/16/2009,9
2379,2379,61,32,06/17/2009,Barack Obama,06/15/2009,7
2380,2380,61,32,06/16/2009,Barack Obama,06/14/2009,7
2381,2381,62,30,06/15/2009,Barack Obama,06/13/2009,8
2382,2382,61,31,06/14/2009,Barack Obama,06/12/2009,8
2383,2383,62,30,06/13/2009,Barack Obama,06/11/2009,8
2384,2384,63,29,06/12/2009,Barack Obama,06/10/2009,8
2385,2385,61,31,06/11/2009,Barack Obama,06/09/2009,8
2386,2386,60,33,06/10/2009,Barack Obama,06/08/2009,7
2387,2387,59,34,06/09/2009,Barack Obama,06/07/2009,7
2388,2388,61,34,06/08/2009,Barack Obama,06/06/2009,5
2389,2389,62,32,06/07/2009,Barack Obama,06/05/2009,6
2390,2390,62,32,06/06/2009,Barack Obama,06/04/2009,6
2391,2391,62,31,06/05/2009,Barack Obama,06/03/2009,7
2392,2392,62,31,06/04/2009,Barack Obama,06/02/2009,7
2393,2393,63,30,06/03/2009,Barack Obama,06/01/2009,7
2394,2394,63,29,06/02/2009,Barack Obama,05/31/2009,8
2395,2395,64,30,06/01/2009,Barack Obama,05/30/2009,6
2396,2396,62,30,05/31/2009,Barack Obama,05/29/2009,8
2397,2397,63,30,05/30/2009,Barack Obama,05/28/2009,7
2398,2398,62,30,05/29/2009,Barack Obama,05/27/2009,8
2399,2399,64,29,05/28/2009,Barack Obama,05/26/2009,7
2400,2400,64,30,05/27/2009,Barack Obama,05/24/2009,6
2401,2401,65,28,05/26/2009,Barack Obama,05/23/2009,7
2402,2402,64,27,05/24/2009,Barack Obama,05/22/2009,9
2403,2403,64,27,05/23/2009,Barack Obama,05/21/2009,9
2404,2404,62,28,05/22/2009,Barack Obama,05/20/2009,10
2405,2405,64,30,05/21/2009,Barack Obama,05/19/2009,6
2406,2406,64,29,05/20/2009,Barack Obama,05/18/2009,7
2407,2407,65,29,05/19/2009,Barack Obama,05/17/2009,6
2408,2408,63,29,05/18/2009,Barack Obama,05/16/2009,8
2409,2409,64,28,05/17/2009,Barack Obama,05/15/2009,8
2410,2410,63,30,05/16/2009,Barack Obama,05/14/2009,7
2411,2411,65,28,05/15/2009,Barack Obama,05/13/2009,7
2412,2412,63,29,05/14/2009,Barack Obama,05/12/2009,8
2413,2413,64,28,05/13/2009,Barack Obama,05/11/2009,8
2414,2414,64,29,05/12/2009,Barack Obama,05/10/2009,7
2415,2415,65,29,05/11/2009,Barack Obama,05/09/2009,6
2416,2416,66,27,05/10/2009,Barack Obama,05/08/2009,7
2417,2417,66,28,05/09/2009,Barack Obama,05/07/2009,6
2418,2418,66,28,05/08/2009,Barack Obama,05/06/2009,6
2419,2419,66,28,05/07/2009,Barack Obama,05/05/2009,6
2420,2420,67,26,05/06/2009,Barack Obama,05/04/2009,7
2421,2421,66,27,05/05/2009,Barack Obama,05/03/2009,7
2422,2422,67,27,05/04/2009,Barack Obama,05/02/2009,6
2423,2423,67,27,05/03/2009,Barack Obama,05/01/2009,6
2424,2424,68,26,05/02/2009,Barack Obama,04/30/2009,6
2425,2425,67,28,05/01/2009,Barack Obama,04/29/2009,5
2426,2426,65,29,04/30/2009,Barack Obama,04/28/2009,6
2427,2427,63,31,04/29/2009,Barack Obama,04/27/2009,6
2428,2428,63,31,04/28/2009,Barack Obama,04/26/2009,6
2429,2429,63,31,04/27/2009,Barack Obama,04/25/2009,6
2430,2430,65,29,04/26/2009,Barack Obama,04/24/2009,6
2431,2431,65,29,04/25/2009,Barack Obama,04/23/2009,6
2432,2432,66,27,04/24/2009,Barack Obama,04/22/2009,7
2433,2433,65,28,04/23/2009,Barack Obama,04/21/2009,7
2434,2434,65,29,04/22/2009,Barack Obama,04/20/2009,6
2435,2435,64,28,04/21/2009,Barack Obama,04/19/2009,8
2436,2436,63,28,04/20/2009,Barack Obama,04/18/2009,9
2437,2437,63,28,04/19/2009,Barack Obama,04/17/2009,9
